blms_id,blms_parcel,blms_loc_no,blms_loc_street,blms_dba,bldt_lic_text2,bldt_lic_text3,bldt_lic_text6,bldt_lic_text7,xcoord,ycoord,geom
16326,248450036,162,PARK ST,3 ANGELS CAFE LLC,FOOD - CLASS 3,,QFO = MARLYN I. MIRANDA,,1019419,836779,"(41.757591353461, -72.678828032007)"
10734,156316430,22,WOODLAND ST,THE TOWN AND COUNTY CLUB,FOOD - CLASS 4,SOCIAL CLUB,SEATING CAPACITY 150,,1013251,840808,"(41.768659774065, -72.701425868217)"
10438,284120028,3281,MAIN ST,PAUL'S RANCH HOUSE,FOOD - CLASS 4,RESTAURANT,,,1023559,850822,"(41.796118738879, -72.663603197308)"
13521,268344002,901,MAIN ST,HARTFORD FOODMART,FOOD - CLASS 3,,,,1020918,840415,"(41.767566025159, -72.673322271929)"
10963,245338094,1,CIVIC CENTER PLAZA,BAR 13,FOOD - CLASS 2,CONCESSION,,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
16208,251676154,158,FRANKLIN AV,FRANKLIN MINI MARKET,FOOD - CLASS 4,,,,1020005,832939,"(41.747051959413, -72.676692241962)"
11077,316694007,110,BRAINARD RD,SUBWAY,FOOD - CLASS 3,DELICATESSAN,,,1024733,829401,"(41.737330352903, -72.659380227029)"
14837,284120028,3281,MAIN ST,SHARANAR CORP/SUBWAY,FOOD - CLASS 3,FOOD SERVICE,,,1023559,850822,"(41.796118738879, -72.663603197308)"
12365,152137006,35,WESTBOURNE PKWY,BACKSTAGE CAFE,FOOD - CLASS 3,,,,1012850,847028,"(41.785729728345, -72.702883380216)"
10703,273564010,202,WETHERSFIELD AV,POLISH AMERICAN VETERAN'S ASSOC.,FOOD - CLASS 2,SOCIAL CLUB,SEATING CAPACITY 70,,1020855,834144,"(41.750356802929, -72.673573537307)"
16814,152184034,1488,ALBANY AV,BENJIES,FOOD - CLASS 4,,,,1013179,846410,"(41.784033275376, -72.701678315492)"
14688,245338094,1,CIVIC CENTER PLAZA,BAR 3,FOOD - CLASS 2,CONCESSION,,,1020084,840394,"(41.767510385961, -72.676379474519)"
17363,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - FRIED DOUGH 2,FOOD - CLASS 2,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
15619,140588002,475,FLATBUSH AV,TACO BELL/GF ENTERPRISES,FOOD - CLASS 4,,,,1010515,831221,"(41.742354123045, -72.711470879655)"
10662,295564002,65,VAN BLOCK AV,KINSELLA ELEMENTARY SCHOOL,FOOD - CLASS 3,SCHOOL,SEATING CAPACITY 320,,1023128,835840,"(41.75500528939, -72.665237675729)"
10905,204425174,704,PARK ST,ANTOJITOS COLOMBIANOS,FOOD - CLASS 4,FOOD SERVICE,SEATING CAPACITY 24,,1016689,837002,"(41.758209064563, -72.68883308652)"
10004,299816017,85,AIRPORT RD,CHRIS'S PIZZA AND DELI,FOOD - CLASS 4,BAKERY,SEATING CAPACITY = 3,,1022581,829658,"(41.738041560545, -72.66726407951)"
10054,152185079,1450,ALBANY AV,MR. SNAPPER SEAFOOD,FOOD - CLASS 4,,,,1013491,846302,"(41.783736410192, -72.700534573439)"
15072,198209113,859,ALBANY AV,STOP & SAVE,FOOD - CLASS 2,GROCERY,,,1016110,844910,"(41.779911881117, -72.690935370192)"
10174,253675179,94,BROWN ST,LAROSA MARKET PLACE,FOOD - CLASS 4,DELICATESSAN,,,1020128,829356,"(41.737218879127, -72.676252717422)"
11338,206533005,300,SUMMIT ST,TRINITY COLLEGE BOOKSTORE #581,FOOD - CLASS 1,FOOD SERVICE,,,1016166,831676,"(41.743594002566, -72.690763317634)"
10700,248557110,1,WETHERSFIELD AV,NEW CHINA STAR,FOOD - CLASS 4,RESTAURANT,,,1020282,836031,"(41.755536637797, -72.675667436656)"
10752,183514164,487,ZION ST,ERNEST GROCERY STORE,FOOD - CLASS 3,GROCERY,,,1015465,835678,"(41.754577926394, -72.693322355413)"
11037,269077029,200,COLUMBUS BLVD,HARTFORD MARRIOTT DOWNTOWN,FOOD - CLASS 4,CAFETERIA,QFO: JAMES STEVENS,QFO: WILLIAM T. REARDON,1021966,839077,"(41.763891569808, -72.669485259044)"
10095,245333067,350,ASYLUM ST,BLACK EYED SALLY'S,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 160,LIQUOR,1019237,840460,"(41.767693447144, -72.679484064641)"
11044,269077031,100,COLUMBUS BLVD,CONNECTICUT CONVENTION CENTER STAND EAST,FOOD - CLASS 3,CONCESSION,SEATING CAPACITY 50,,1022035,838816,"(41.763175136655, -72.66923323951)"
10086,245333068,338,ASYLUM ST,ANN HOWARD CATERING,FOOD - CLASS 4,CATERER,,,1019329,840454,"(41.767676774111, -72.679146843328)"
10699,286074004,125,WESTON ST,WESTON ST SUNOCO,FOOD - CLASS 2,,,,1023840,848496,"(41.789734823426, -72.662581329166)"
11082,284120024,3155,MAIN ST,TRU BOOKS/ CAFE,FOOD - CLASS 2,CAFE',,,1023311,850323,"(41.794750032967, -72.664514485087)"
15952,270459003,500,MAIN ST,THE KITCHEN @ HARTFORD PUBLIC LIBRARY,FOOD - CLASS 3,,QFO =,,1020732,838448,"(41.762168486391, -72.674010420008)"
10696,250562157,165,WETHERSFIELD AV,C-TOWN SUPERMARKET,FOOD - CLASS 4,GROCERY,,,1020670,834464,"(41.751235421137, -72.674250470713)"
11083,247452211,493,MAIN ST,SUBWAY 34181,FOOD - CLASS 4,RESTAURANT,,,1020538,838394,"(41.762020761705, -72.674721665488)"
11091,243280004,215,ALBANY AV,VALERO GAS STATION,FOOD - CLASS 1,,,,1018981,843376,"(41.775696310016, -72.680413859894)"
10325,254801199,551,FRANKLIN AV,DIBACCO FOOD IMPORTS,FOOD - CLASS 4,GROCERY,,,1020473,828018,"(41.733546197778, -72.674992922816)"
16142,203429235,593,BROAD ST,SKY GROCERY LLC,FOOD - CLASS 4,,QFO = VICTOR PERDOMO,,1017167,838143,"(41.761339345253, -72.687078122422)"
10321,253675181,435,FRANKLIN AV,FAMILY DOLLAR STORE #25589,FOOD - CLASS 1,CONVENIENCE,SEATING CAPACITY 365,,1020281,829488,"(41.737580766352, -72.675691722716)"
17003,268351015,30,STATEHOUSE SQ,THE BOSS GRILL,FOOD - CLASS 4,,,,1021033,840383,"(41.767477927768, -72.672900828561)"
10261,179320179,258,FARMINGTON AV,NO. 1 CHINA PALACE,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 28,,1014465,840541,"(41.76792509413, -72.69697631598)"
10389,247451212,529,MAIN ST,CORNERSTONE DELI,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 50,,1020564,838538,"(41.762415875531, -72.674625907026)"
16906,265074019,61,SAVITT WAY,XFINITY THEATRE HILL TOP STAND,FOOD - CLASS 3,,,,1022030,845022,"(41.780206093184, -72.669230304122)"
10402,268350014,942,MAIN ST,RESIDENCE INN,FOOD - CLASS 4,HOTEL,SEATING CAPACITY 50,,1021044,840509,"(41.767823679494, -72.672860094432)"
10805,137482136,150,NEW PARK AV,STOP & SHOP SUPER MARKET #634,FOOD - CLASS 3,GROCERY,,,1011278,834764,"(41.752076167823, -72.708668881369)"
10512,248456091,90,PARK ST,EL BOHIO RESTAURANT,FOOD - CLASS 1,RESTAURANT,,,1019751,836726,"(41.757445150054, -72.677611392531)"
13095,134387194,479,FARMINGTON AV,SISSON AVENUE PIZZA HOUSE,FOOD - CLASS 3,,,,1011587,839983,"(41.766398153541, -72.707527070798)"
14248,247457105,391,MAIN ST,SUTRA RESTAURANT & LOUNGE,FOOD - CLASS 4,,,,1020419,837919,"(41.760717513343, -72.675159346537)"
11032,140588001,81,WILLIAM SHORTY CAMPBELL,DOLLAR TREE #3583,FOOD - CLASS 1,VARIETY,,,1009878,830345,"(41.739950879475, -72.713806322841)"
17486,245338094,1,CIVIC CENTER PLAZA,STAND 2,FOOD - CLASS 4,,,,1020084,840394,"(41.767510385961, -72.676379474519)"
10529,204536209,637,PARK ST,THE GREEK CAFE,FOOD - CLASS 2,CAFE',,LIQUOR,1017023,836902,"(41.757933981775, -72.68760920703)"
10931,252683242,344,FRANKLIN AV,CHINA HOUSE RESTAURANT,FOOD - CLASS 4,RESTAURANT,,,1020285,830621,"(41.740690040346, -72.675673496329)"
16552,198214159,706,ALBANY AV,HARTFORD MINI MART LLC,FOOD - CLASS 2,,,,1016814,844608,"(41.779081763287, -72.688355062626)"
11018,285074011,129,WESTON ST,DUNKIN DONUTS,FOOD - CLASS 3,DONUT SHOP,SEATING CAPACITY 18,,1023998,848620,"(41.790074671528, -72.662001497765)"
14744,253684232,24,TEMPLE ST,MMS GYROS,FOOD - CLASS 3,,,,1020350,829998,"(41.738980192574, -72.675437299408)"
